Name,Symbol,Price,45d,90d,200d,MktCap,24hVol,Circ_Supply,Total_Supply,Brand_Buzz,Social,Avg_volume,Age_mo,Winning_months
Ethereum Classic,ETC,7.63,55.27,-19.31,-53.21,843.1,1.32,110.502,110501517,0,91,128564294,30,30
ALQO,XLQ,0.0118,-83.45,-95.14,-90.18,675.94,4.2,57.413,57512660,0,67,6888,15,15
Paymon,PMNT,0.0002,-58.33,-76.23,-90.92,125.19,233.91,611.227,1000000000,0,54,1183,8,8
CYCLEAN,CCL,0.0003,-80.55,-93.78,-93.78,180.81,265.23,678.451,4000000000,50,65,1796,5,5
Hyperion,HYN,0.0824,,,,26.09,1.4,316.766,10000000000,0,69,637797,1,1
Cosmo Coin,COSM,0.0271,176.9,57.18,57.18,18.16,6.36,670.781,923000000,100,70,260675,6,6
Playgroundz,IOG,0.0822,-23.52,-73.96,-73.96,2.35,2.24,28.545,2200000000,25,70,26228,5,5
Neutron,NTRN,0.0079,3.94,-47.57,-80.12,310.48,0,39.122,39121694,0,41,1010,46,46
BABB,BAX,0.0002,-57,-73.18,-80.3,3.9,24.8,21,50000000000,100,45,40733,11,11
TaaS,TAAS,1.11,186.67,166.09,-40.92,9.05,29.92,8.146,8146001,100,37,597,22,22
MonetaryUnit,MUE,0.0132,-56.53,-62.5,-80.29,2.09,16.23,158.658,158658262,0,51,36906,51,51
Global Awards Token,GAT,0.0017,6.86,-56.28,-63.3,1.2,732.74,685.805,1000000000,25,71,1600,13,13
CryptoCarbon,CCRB,0.0236,59.93,15.51,-77.88,583.34,733.78,24.691,70000000,0,62,8645,25,25
iDealCash,DEAL,7.90E-05,-37.79,-59.23,-59.23,104.44,0.08,1.322,1322171200,,45,110,4,4
ANON,ANON,0.0859,-49.27,-56.31,-56.31,0,1.04,0,19961616,,26,1303,4,4
Spectrecoin,XSPEC,0.4614,247.12,129.25,78.2,10.36,13.42,22.445,22445451,0,52,3998,25,25
ATN,ATN,0.0558,14.39,-47.57,-78.58,4.71,69.61,84.303,210000000,75,70,12768,13,13
Darico Ecosystem Coin,DEC,0.1222,-28.33,20.95,20.95,6.3,5.19,51.544,99006342,0,70,14860,4,4
SafeInsure,SINS,5.35,125.06,8.57,8.57,13.49,1.94,2.521,2521222,,66,152919,4,4
NANJCOIN,NANJ,4.43E-05,-75.85,-89.05,-96.49,857.72,7.79,19.362,30000000000,0,63,6721,11,11
SURETY,SURE,0.0024,-68.49,-68.31,-68.31,133.45,0,54.759,500000000,100,41,24,4,4
MetaMorph,METM,0.0067,20.39,-67.93,-67.93,805.84,46.92,119.41,180000000,,55,23035,6,6
Dragon Coins,DRG,0.0665,22.58,-21.32,-76.99,0,17.55,0,500000000,100,57,22506,11,11
DigitalNote,XDN,0.0017,32.02,-41.69,-70.67,11.5,855.35,6.929,6928822446,,55,131058,55,55
Fire Lotto,FLOT,0.0125,-49.73,-63.67,-63.67,344.52,224.06,27.482,100000000,50,57,72788,5,5
HyperQuant,HQT,0.0049,-49.8,-49.8,,367.73,912.91,75.083,200000000,50,55,561084,2,2
REBL,REBL,0.0048,-13.4,-49.06,-84.74,837.09,100.57,173.672,326480305,,49,86,13,13
LinkEye,LET,0.0072,92.45,-18.75,-65.51,4.29,14.5,600,1000000000,75,74,852302,12,12
TokenClub,TCT,0.0418,63.96,19.52,12.5,20.13,1.06,481.425,1000000000,75,79,191948,13,13
aXpire,AXPR,0.0073,-6.1,-52.97,-64.11,2.07,243.36,284.03,349030475,50,70,79905,12,12
Amon,AMN,0.0004,2.45,-66.62,-92.91,208.67,3.81,492.902,1209963685,0,59,1499,9,9
Ether Zero,ETZ,0.1015,-20.2,-52.77,-53.32,16.42,261.86,161.751,203780062,0,33,658755,8,8
ugChain,UGC,0.004,56.02,-33.28,-86.3,2.29,214.29,568.842,1000000000,25,70,104731,13,13
Boolberry,BBR,0.8928,58.61,-19.12,-15.01,11.15,10.01,12.49,12489790,0,52,7733,55,55
DubaiCoin,DBIX,0.4072,-30.97,-69.19,-87.38,1.74,10.55,4.263,4263172,0,48,3877,22,22
EncryptoTel,ETT,0.0093,-39.74,-41.96,-74.02,575.75,13.19,62.131,77663987,0,64,6709,20,20
BitScreener Token,BITX,0.0055,-38.43,-40.28,-40.28,851.37,27.01,154.187,442874687,100,48,9928,6,6
Nuggets,NUG,0.0012,347.89,35.47,35.47,0,669.05,0,10000000000,50,51,597,6,6
nOS,NOS,0.0258,-48.53,-48.53,,2.64,337.72,102.5,330000000,25,57,132584,2,2
Pluton,PLU,1.59,199.14,25.04,25.04,1.35,1.16,850,20000000,0,47,10645,29,29
CasinoCoin,CSC,0.001,265.81,296.36,69.5,39.71,10.69,38.653,39999998273,50,69,2578,66,66
Hdac,HDAC,0.0353,-9.5,-17,-17,0,2.48,0,2851982500,,29,220612,6,6
NAGA,NGC,0.0659,-47.55,-71.2,-84.74,4.11,129.51,62.386,77910266,,51,108859,13,13
Future1coin,F1C,0.0017,-55.88,-64.93,-64.93,0,3.76,0,300000000,,41,2180,4,4
Neumark,NEU,0.1079,-65.86,-74.03,-80.66,3.99,4.08,36.941,69659060,75,67,2895,13,13
EZToken,EZT,0.0054,-77.89,-85.08,-96.97,61.64,1.26,11.505,50000000,50,48,1475,11,11
Game Stars,GST,0.0007,91.92,-12.37,-12.37,0,914.69,0,264551125,50,61,507256,3,3
Commerce Data Connection,CDC,2.09E-05,-60.24,-66.31,-66.31,0,11.3,0,10000000000,,41,3742,4,4
ProChain,PRA,0.0235,51.6,-50.45,-88.08,1.16,154,49.563,100000000,0,57,76084,14,14
HempCoin,THC,0.0164,38.45,-31.46,-77.29,4.01,15.04,244.173,244172892,0,47,6596,55,55
Datawallet,DXT,0.0039,21.08,-45.41,-84.61,1.51,125.24,390.222,1000000000,25,70,12590,12,12
Polybius,PLBT,1.13,-12.82,-25.65,-64.55,4.48,169.06,3.97,3969565,50,67,3034,19,19
Provoco Token,VOCO,0.0002,-75.08,-99.78,-99.78,55.52,33.84,284.179,393710075,50,64,68945,3,3
Devery,EVE,0.0043,-60.01,-88.63,-91.19,267.78,281.83,62.918,100000000,,55,24725,12,12
New Power Coin,NPW,0.0392,-37.46,-83.04,-83.04,863.88,0,22.013,24552865,,63,1029,6,6
Bridge Protocol,BRDG,0.0013,-13.11,-3.13,-3.13,299.15,587.43,224.088,450000000,0,62,2249,6,6
Infinity Economics,XIN,0.002,11.16,-31.72,-77.12,0,768.73,9,9000000000,,50,10651535,16,16
Leverj,LEV,0.0118,-27.99,-50.1,-71.38,1.39,78.29,118.091,1000000000,50,66,186,13,13
Bitcrystals,BCY,0.0701,266.04,21.83,-65.45,1.6,205.74,22.895,22894650,0,61,23,41,41
CannabisCoin,CANN,0.0015,-74.9,-88.43,-93.59,112.52,11.62,77.231,91859176,,50,3702,54,54
Vetri,VLD,0.0047,-18.49,-64.31,-64.31,1.1,189.24,236.722,449848164,,60,891,3,3
HitChain,HIT,0.0001,2.52,-51.02,-51.02,0,755.67,0,1.02E+11,75,48,275116,6,6
FunFair,FUN,0.0067,36.72,-47.59,-73.33,43.85,2.63,6.549,10999873621,50,52,1000713,19,19
BitNewChain,BTN,0.0501,31.42,0.7,0.7,9,0,179.702,561243250,,69,13074,5,5
SIBCoin,SIB,0.074,13.09,-44.21,-86.57,1.3,19.92,17.556,17556339,,55,42304,40,40
SENSE,SENSE,0.0088,44.05,47.89,-55.71,3.26,956.41,368.961,663636366,50,64,1554,12,12
CoinPoker,CHP,0.0085,206.7,-9.3,-67.26,2.73,634.89,322.414,354786435,50,66,8430,11,11
Obsidian,ODN,0.0044,16.53,22.63,-89.99,291.37,17.38,65.86,105366326,0,56,1332,16,16
Chronologic,DAY,0.1757,-45.22,-86.2,-86.42,151.64,508.95,863.305,1140827,75,47,6835,16,16
BZLCOIN,BZL,0.0059,-72.06,-73.23,-73.23,12.54,13.36,2.112,2197777,100,39,59,3,3
DACC,DACC,0.0001,-26.21,-78.64,-78.64,0,185.52,0,30000000000,75,57,210688,6,6
Insight Chain,INB,0.3328,11.25,5.9,5.9,116.43,5.58,349.903,10000000000,25,89,1667806,6,6
DeepBrain Chain,DBC,0.0035,96.91,-51.12,-89.88,11.21,644.83,3.2,10000000000,,66,319628,13,13
AirWire,WIRE,0.003,-63.1,-88.67,-88.67,360.56,785.15,120.058,195972982,0,55,57396,4,4
TaTaTu,TTU,0.0068,-75.97,-94.5,-98.59,660.11,5.22,96.728,10000000000,0,66,3655,7,7
Universe,UNI,0.0032,-46.91,-79.79,-90.67,248.79,16.45,76.798,87998399,,34,192,22,22
Teloscoin,TELOS,0.0026,-29.96,-32.19,-32.19,204.44,4.98,79.089,85379530,,48,1866,3,3
Ignis,IGNIS,0.0207,17.36,-45.51,-73.61,15.73,929.39,761.144,999449694,0,53,185036,14,14
BlackCoin,BLK,0.1041,61.39,10.26,-25.68,6.53,26.54,62.766,62766444,,43,78998,59,59
Dimecoin,DIME,8.73E-06,50.53,-65.82,-52.95,4.71,3.32,539.097,5.39E+11,0,52,1360,61,61
CVCoin,CVN,0.2104,37.75,-27.34,-70.07,2.61,650.37,12.381,15000000,0,70,144974,19,19
Archetypal Network,ACTP,1.07E-06,-62.04,-79.54,-79.54,5.18,0.03,4.835,7042613084,75,51,39,4,4
Bezop,BEZ,0.02,-67.18,-76.64,-75.52,778.53,526.37,38.892,89267250,75,70,231895,11,11
Cpollo,CPLO,3.81E-05,-44.29,-79.87,-79.87,340.61,1.13,8.945,20000000000,100,62,4880,4,4
ATB Coin,ATB,0.0129,78.29,-39.34,-77.26,543.54,4.52,42.038,54015027,25,56,3592413,17,17
Hush,HUSH,0.1457,206.07,20.38,-52.39,822.19,838.86,5.642,5641700,0,34,201,26,26
VeriDocGlobal,VDG,0.0018,-38.68,-3.15,-3.15,0,55.6,0,50000000000,0,57,28992,5,5
Zen Protocol,ZP,0.1891,22.64,-57.55,-57.55,3.5,28.84,18.49,24967105,25,70,256560,6,6
Red Pulse,PHX,0.0135,42.31,-47.14,-63.54,11.21,2.07,829.589,1362278592,75,63,2272511,15,15
Tael,WABI,0.3301,155.09,18.73,-9.37,18.58,2.33,56.295,100000000,0,74,650872,14,14
ALAX,ALX,0.0052,175.9,-14.7,-72.49,2.61,299.49,502.909,1000000000,75,34,217,7,7
Proxeus,XES,0.0125,-3.01,-36.73,-84.22,2.54,4.36,203.24,300000000,0,62,51,9,9
Tokia,TKA,0.0029,-27.39,-63.55,-91.66,123.86,202.05,42.135,52669277,50,59,2052,9,9
Fusion,FSN,0.9365,79.61,-15.93,-58.8,28.71,1.48,30.654,57344000,100,67,239664,12,12
Blox,CDT,0.0093,1.02,-53.94,-61.65,6.24,792.37,674.579,1000000000,25,40,248259,18,18
ConnectJob,CJT,0.0003,86.23,-82.11,-95.24,29.87,0,112.84,166298157,75,47,0.3667,9,9
Aidos Kuneen,ADK,2.07,-63.42,-65.76,-89.66,0,2.75,0,25000000,0,57,118731,20,20
NeuroChain,NCC,0.0083,22.91,-49.05,-49.05,2.82,3.47,338.241,657440000,,66,11629,6,6
FoldingCoin,FLDC,0.0014,-1.22,-52.15,-84.13,1.08,7.54,761.922,1000000000,0,52,2818,53,53
Guaranteed Ethurance Token Extra,GETX,0.0029,29.62,4.1,-81.88,877.52,168.89,300,1000000000,50,54,4762,11,11
SkinCoin,SKIN,0.0017,-77.54,-79.93,-88.43,148.09,4.58,88.183,388183483,0,59,7472,19,19
Ether-1,ETHO,0.0096,-37.18,-68.26,-68.26,194.72,29.9,20.309,20404009,,33,4891,4,4
Bean Cash,BITB,0.0017,31.77,-32.97,-54.72,5.07,219.12,3.058,3058468000,,51,15963,48,48
Silent Notary,SNTR,1.49E-05,-10.35,-42.2,-81.04,1.24,87.22,83.471,1.86E+11,25,66,185023,9,9
CrypticCoin,CRYP,0.0015,-27.92,-74.74,-74.74,3.89,114.07,2.55,4249990120,25,55,194848,3,3
EtherGem,EGEM,0.0115,-15.5,-77.17,-77.17,223.99,7.57,19.483,19483114,,37,2828,6,6
Blocknode,BND,0.0004,-72.28,-91.38,-91.38,60.11,49.6,152.146,152146017,,43,447,6,6
Social Activity Token,SAT,0.0007,-47.51,-47.51,,90.29,193.14,126.967,470763467,50,55,46,2,2
Etheroll,DICE,0.4341,33.47,-18.59,-50.07,3.04,0,7.002,7001623,0,63,8383,21,21
42-coin,42,27460.39,36.65,34.77,6.87,1.15,301.56,42,42,,43,338,61,61
Magnet,MAG,0.004,,-78.23,-74.84,162.37,194.07,40.293,40542939,,34,425,14,14
ERC20,ERC20,0.0549,7.99,-51.84,-94.06,384.02,131.41,7,13000000000,,53,40689,15,15
Capricoin,CPC,0.2571,-42.33,-61.08,-78.68,511.59,184.18,1.99,200995023,,55,57205,43,43
PikcioChain,PKC,0.0167,-21.4,-63.07,-88.26,762.96,17.89,45.775,83927273,100,51,489,8,8
Breakout Stake,BRX,0.1002,-19.42,-49.17,-75.47,628.3,48.97,6.268,6268082,0,61,435,31,31
Litecoin Plus,LCP,0.0553,33.58,3.34,-35.65,130.35,212.47,2.355,2355440,,39,86,57,57
Ondori,RSTR,7.90E-05,22.88,5.77,5.77,2.98,10.43,37.685,43819915691,,60,61,4,4
Sequence,SEQ,0.0171,-32.17,-67.79,-86.59,795.56,333.82,46.613,46613086,0,49,622,28,28
VisionX,VNX,0.0004,26.44,-93.32,-93.32,1.27,270.22,3,10000000000,100,44,55749,3,3
Mercury,MER,0.0565,11.26,-51.1,-60.2,5.65,1.57,100,100000000,0,74,173923,22,22
Innova,INN,0.0187,-32.98,-73.18,-88.3,94.64,45.6,5.05,5799718,,43,156,15,15
Blue Whale Token,BWX,8.95E-05,-22.08,-52.09,-52.09,2.91,24.1,32.469,64320000000,,66,27187,6,6
RevolutionVR,RVR,0.0107,-34.62,-65.51,-78.97,2.26,90.39,210,210000000,25,70,42458,34,34
Credit Tag Chain,CTC,0.023,49.97,-29.38,-29.38,1.21,109.31,52.337,925942312,,42,48740,5,5
DraftCoin,DFT,0.0216,7.24,-18.97,-80.54,183.47,1.09,8.482,18481648,,48,2592,38,38
GenesisX,XGS,0.0107,-77.12,-87.15,-87.15,80.68,67.35,7.563,7563094,,52,728,4,4
Diamond,DMD,1.21,6.14,-40.63,-64.91,3.88,16.05,3.208,3208404,0,52,8658,62,62
QunQun,QUN,0.0093,117.2,20.67,-32.59,5.95,6.27,642.658,1500000000,75,66,312887,13,13
Yocoin,YOC,0.0024,-69.99,-78.46,-86.65,877.72,3.82,369.659,554925923,,43,15757,37,37
STASIS EURS,EURS,1.13,-3.94,0.51,0.51,36.23,1.13,31.979,31979207,0,69,435491,6,6
Quasarcoin,QAC,0.0113,-59.47,-55.15,-55.15,1.9,7.32,168.27,263269537,,66,17369,4,4
Payfair,PFR,0.0041,-17.78,-63.75,-88.25,133.39,375.74,32.861,37686732,,50,405,14,14
Octoin Coin,OCC,0.097,-47.02,-87.64,-72.44,53.83,905.14,555.137,1221596,0,35,963041,11,11
Superior Coin,SUP,7.90E-05,-34.02,-84.62,-82.08,0,254.38,0,385720236,0,23,45,12,12
OracleChain,OCT,0.06,-4.29,-53.72,-89.17,1.8,249.73,30,200000000,0,67,2993,18,18
Seal Network,SEAL,0.0006,-43.38,-77.43,-77.43,312.66,306.66,515.111,1200000000,75,61,616,6,6
FantasyGold,FGC,0.0114,-21.48,-76.36,-92.43,176.59,142.58,15.491,15490653,0,49,1969,8,8
Galactrum,ORE,0.0798,-23.71,-62,-86.75,287.6,290.67,3.604,4323781,,34,166,13,13
DecentBet,DBET,0.0351,38.5,-21.63,-70.71,6.61,5.11,188.582,188581922,0,40,57620,15,15
Xaurum,XAUR,0.031,-18.61,-23.05,-25.78,2.69,14.65,86.643,86642964,0,63,10157,46,46
Kora Network Token,KNT,0.0004,-72.96,-92.88,-92.88,121.84,2.84,335.625,712500000,75,65,6668,6,6
WeShow Token,WET,0.0164,14.5,-74.17,-74.17,2.62,66.61,159.733,1250000000,25,55,136059,3,3
Timicoin,TMC,0.0043,-81.26,-85.89,-85.89,1.35,4.63,317.15,317149560,,59,62623,5,5
Numeraire,NMR,9.03,187.46,86.1,11.63,12.19,100.15,1.349,2349328,50,51,21289,19,19
Darcrus,DAR,0.0783,24.13,265.98,28.17,1.06,5.33,13.6,13600388,0,61,289,25,25
Dropil,DROP,0.0009,59.98,-68.49,-83.67,20.39,1.1,22.714,30000000000,75,78,34720,11,11
LEOcoin,LEO,0.067,0.07,-38.65,-62.81,8.11,1.93,121.01,129367839,100,63,1314350,42,42
Effect.AI,EFX,0.0226,217.85,110.96,-7.09,5.69,0,252.169,650000000,75,67,1482,9,9
WeAreSatoshi,WSX,0.031,-4.64,-65.55,-65.55,572.21,3.79,18.431,18430975,,46,456,53,53
Electrify.Asia,ELEC,0.0028,-50.73,-74.66,-90.05,1.46,113.66,529.592,749999997,25,70,24545,11,11
Atlantis Blue Digital Token,ABDT,0.5922,7990,1759,1759,0,11.73,0,399998765,25,57,3613,6,6
Bitcoin Incognito,XBI,0.0258,-82.22,-94.01,-94.01,237.95,11.58,9.217,9216923,,51,15149,6,6
VouchForMe,IPL,0.0045,-6.96,-44.86,-79.68,1.01,122.14,223.186,300000000,100,67,101243,13,13
Stipend,SPD,0.0313,-34.77,-70.51,-89.3,344.7,305.17,11.016,11016099,0,36,151,10,10
DopeCoin,DOPE,0.0022,-56.07,-74.26,-90.79,258.55,6.36,116.845,116845228,0,62,4666,59,59
PHI Token,PHI,0.1497,33.12,43.16,-19.36,872.62,22.96,5.828,13636660,25,59,66,9,9
Cryptrust,CTRT,2.98E-06,-9,-74.38,-74.38,16.65,18.16,5.593,8966516684,,41,7553,5,5
Atlas Protocol,ATP,0.0186,-11.27,-11.27,,0,517.74,0,10000000000,,48,881431,2,2
Swisscoin,SIC,7.90E-05,-34.38,-69.44,-82.22,724.02,29.87,9.163,10200000000,,54,4780,16,16
Content Neutrality Network,CNN,0.0002,12.35,-48.26,-86.75,6.82,477.98,39.035,1.00E+11,75,51,113500,9,9
QChi,QCH,0.1812,46.03,305.33,305.33,5.38,180.06,29.678,92000000,,66,138082,3,3
Callisto Network,CLO,0.0031,-37.13,-74.87,-80.97,5.02,231.41,1.61,1668909549,0,51,102974,9,9
Rubycoin,RBY,0.2292,138.46,18.5,-35.44,6.17,44.81,26.925,26925334,,45,30,59,59
Constellation,DAG,0.002,-5.65,-58.12,-89.79,2.08,161.84,1.036,4000000000,50,58,49399,8,8
Quantis Network,QUAN,0.043,-24.56,-83.76,-83.76,234.78,1.69,5.457,5456619,,40,31111,4,4
Happycoin,HPC,0.0906,-65.36,-88.56,274.95,1.76,71.93,19.418,19417658,,63,9319,22,22
SingularDTV,SNGLS,0.0157,39.7,-41.63,-41.63,9.41,800.95,600,1000000000,50,69,592164,28,28
Signals Network,SGN,0.0029,-26.17,-31.49,-62.33,259.79,100.61,88.139,185000000,100,54,268,9,9
Elysian,ELY,0.0019,-36.01,-32.86,-92.17,164.65,144.51,86.966,260000000,50,47,92174,7,7
Traceability Chain,TAC,0.0058,188.59,39.26,39.26,3.49,194.1,603.917,1000000000,75,57,26039,5,5
Mixin,XIN,178.85,97.66,24.45,-63.04,79.33,987.27,443.532,1000000,0,81,108914,13,13
ChatCoin,CHAT,0.006,103.06,-48.28,-81.61,4.12,1.18,690.001,1000000000,,66,344784,13,13
EncryptoTel [ETH],ETT,0.0096,35.32,-48.44,-67.47,0,362.16,0,77663987,0,57,230,16,16
Coinvest,COIN,0.0473,-79.21,-81.97,-81.97,557.64,93.36,11.801,107142857,,60,630,6,6
Insights Network,INSTAR,0.0142,75.15,21.97,-28.6,1.97,245.73,138.184,221874136,75,66,51058,11,11
Photon,PHO,1.43E-05,15.11,-23.07,-54.42,407.61,728.4,28.431,28431012891,,34,160,57,57
CryptoFlow,CFL,7.90E-05,-96.81,-98.5,-98.5,7.27,440.5,92.026,386848901,,52,1719,5,5
Dotcoin,DOT,0.0056,-14.08,-55.79,-63.78,1.74,0,312.018,577018000,0,52,373,48,48
Sprouts,SPRTS,5.00E-08,3.37,-39.41,-84.74,756.77,1.74,15.726,1.57E+13,,37,1210,43,43
Bonpay,BON,0.0265,-10.5,-48.77,-76.98,298.86,7.04,11.29,21745688,50,55,12091,14,14
EagleX,EGX,0.0011,-33.64,-68.14,-68.14,37.15,209.08,33.584,72000000,,43,198,4,4
ExclusiveCoin,EXCL,0.1688,-22.51,-41.47,-62.91,933.26,45.51,5.53,5530402,,43,16935,52,52
VIVO,VIVO,0.012,-45.83,-75.25,-96.48,49.83,38.39,4.149,4969261,,24,183,17,17
Ontology,ONT,1.46,98.78,-12.76,-58.55,722.56,169.64,495.004,1000000000,0,59,21639352,11,11
ZrCoin,ZRC,2.11,-4.98,15.17,23.77,8.53,101.42,4.034,4988893,25,70,23110,20,20
Vitae,VITAE,0.8715,-33.83,-52.11,-52.11,13.56,53.25,15.565,15566674,0,55,17367,6,6
Tokes,TKS,0.3196,-3,-25.03,-65.62,1.1,32.65,3.456,50000000,0,62,851,22,22
HEAT,HEAT,0.0316,75.76,-6.23,-63.08,1.28,556,40.581,40580883,0,50,223,31,31
BunnyCoin,BUN,2.35E-06,-31.45,-63.25,-77.17,242.2,0,103.037,1.03E+11,,49,100,53,53
BitRewards,BIT,0.0003,-58.44,-79.23,-79.23,115.3,7.55,341.119,544070956,100,55,13546,6,6
AVINOC,AVINOC,0.0024,-73.69,-84.53,-84.53,921.39,536.74,389.011,1000000000,75,60,488,6,6
Flixxo,FLIXX,0.0193,-10.46,-46.79,-62.55,1.53,4.15,79.624,189151329,50,66,2392,14,14
ShopZcoin,SZC,0.0006,-91.91,-96.14,-96.14,0,737.25,0,1634623647,,41,4068,4,4
RIF Token,RIF,0.0709,,,,31.01,280.43,437.252,1000000000,25,57,252642,1,1
LightChain,LIGHT,3.04E-05,-31.95,-75.89,-95.38,0,1.03,105,2.10E+11,0,44,213206,13,13
Blockpass,PASS,0.0069,131.28,23.22,23.22,813.39,21.71,117.666,1000000000,75,61,1283,6,6
Auctus,AUC,0.0178,-22.77,-74.94,-88.84,531.85,14.62,29.814,65829658,50,47,10103,10,10
Gold Poker,GPKR,0.0156,-85.48,-95.33,-95.33,48.97,1.74,3.13,3931316,,51,12730,6,6
Cyber Movie Chain,CMCT,8.10E-07,95.2,-95.64,-95.64,16.2,6.41,20,20000000000,25,58,2141,4,4
Anoncoin,ANC,0.1824,-81.58,-90.59,-84.09,384.91,78.32,2.11,2110317,0,52,494,67,67
Golos,GOLOS,0.005,-53.99,-71.73,-89.88,618.14,529.07,124.519,124518891,0,37,3581,26,26
HeroNode,HER,0.0004,-48.31,-84.54,-97.27,391.19,49.65,1.049,2000000000,75,40,56384,9,9
Akroma,AKA,0.0033,-81.11,-95.12,-95.12,64.03,2.49,19.177,19177485,0,37,4286,6,6
Maecenas,ART,0.1077,129.98,-38.32,-62.32,5.21,88.42,48.347,100000000,75,67,1290,16,16
Grid+,GRID,0.1671,326.06,29.91,-30.89,6.56,5.58,39.236,300000000,75,67,687,15,15
DRP Utility,DRPU,0.2233,240.17,168.03,-1.34,788.32,1.28,3.53,3530373,50,41,232,12,12
Bitsum,BSM,7.89E-05,-9.63,-69.53,-78.69,112.54,57.87,1.427,1844674407,,43,128,10,10
Oxycoin,OXY,0.0023,171.14,-39.94,-97.21,2.15,60.29,927.888,1122382283,0,67,251,15,15
Solaris,XLR,0.6088,-42.36,-70.53,-80.57,1.02,14.31,1.678,1677742,0,48,11837,22,22
JET8,J8T,0.0005,-59.84,-82.63,-94.4,376.17,114.88,824.315,1468857775,100,65,21567,11,11
Actinium,ACM,0.0219,-13.27,-67.67,-67.67,228.94,1.33,10.477,10477150,,37,3386,4,4
Grin,GRIN,2.18,,,,22.69,21.76,10.42,10419660,,35,7420958,0,0
SnowGem,XSG,0.0685,83.52,28.24,-66.24,778.13,190.16,11.356,84096000,0,42,81917,7,7
SegWit2x,B2X,7.86E-06,-99.19,-99.99,-100,0,860.59,0,16879800,0,44,101034,16,16
Cryptonex,CNX,1.61,35.84,-21.58,-41.54,89.9,20.26,55.686,107135054,0,73,5565552,16,16
Nxt,NXT,0.0416,33.15,-37.52,-58.48,41.6,1.98,999,998999942,,40,283307,62,62
All Sports,SOC,0.0062,49.3,-44.69,-80.27,9.37,1.21,1.5,1500000000,0,66,295477,12,12
EtherInc,ETI,0.0002,-85.92,-96.27,-96.27,60.37,19.05,311.779,986647635,100,32,14180,3,3
MicroBitcoin,MBC,0.0001,-11.7,-78.88,-78.88,0,5.21,0,1.86E+11,,29,4309,3,3
Kcash,KCASH,0.0223,320.55,58.5,-70.81,9.95,7.39,445.499,1000000000,0,70,230112,13,13
CyberFM,CYFM,1.89E-06,-63.8,-84.54,-84.54,96.88,7.59,51.2,1.02E+11,0,65,10240,6,6
CarBlock,CAR,0.0014,35.51,-59.2,-94.44,0,83.2,0,1800000000,75,44,42742,7,7
Tolar,TOL,0.0093,24.25,-32.56,-32.56,2.29,421.32,245.147,887389431,50,78,266712,4,4
Soarcoin,SOAR,0.0023,-20.18,-63.07,-92.56,2.48,260.63,1.08,5000000000,0,67,815,22,22
Incent,INCNT,0.1618,237.24,27.99,-39.19,7.44,19.01,46.017,46016598,0,67,324,26,26
Vice Industry Token,VIT,0.003,41.3,-41.91,-50.93,1.24,0,408.666,4000000000,0,64,66,10,10
Local Coin Swap,LCS,0.0288,-31.24,-71.42,-71.42,1.51,12.8,52.435,72732420,0,66,124487,6,6
HOdlcoin,HODL,0.0012,172.93,52.81,-10.97,275.6,100.63,232.525,250000000,,24,13,35,35
WITChain,WIT,5.75E-05,-12.92,-52.58,-52.58,96.6,20.49,1.68,2000000000,25,61,84157,4,4
IPChain,IPC,0.082,-28.34,-64.43,-82.87,6.34,263.5,77.278,91677851,0,44,83619,13,13
COBINHOOD,COB,0.0052,-59.95,-80.3,-90.01,2.14,26.79,411,1000000000,25,40,13581,16,16
Global Cryptocurrency,GCC,0.0035,102.86,237.75,10.15,4.35,1.59,1.25,1640006593,0,52,15418,24,24
BLOC.MONEY,BLOC,0.0088,-62.05,-83.16,-83.16,88.37,613.02,9.991,9990624,25,33,728,4,4
Bolivarcoin,BOLI,0.0045,-8.62,-6.64,-58.33,60.08,56.73,13.269,13268837,,43,697,41,41
Creditbit,CRB,0.0049,-17.76,-36,-92.44,82.79,249.89,16.9,16900214,50,45,842,37,37
CatoCoin,CATO,0.0023,-89.96,-98.25,-98.25,12.53,0.03,5.47,5469887,25,57,2672,6,6
Zeusshield,ZSC,0.0021,34.61,-37.78,-78.65,2.4,253.03,1.153,5642500000,25,70,32548,16,16
Circuits of Value,COVAL,0.0017,-3.23,-47.62,-55.27,1.66,1.57,1,1200000000,0,67,3926,48,48
InsurChain,INSUR,0.0003,63.5,-28.17,-80.86,0,310.56,0,20000000000,75,57,156263,9,9
Scry.info,DDD,0.0252,6.51,-53.92,-88.72,11.11,1.03,440.057,1000000000,25,78,477117,13,13
ClearPoll,POLL,0.0624,-31.08,-83.52,-90.46,436.75,4.06,7,8999992,100,59,5199,15,15
Agrello,DLT,0.1172,198.87,24.92,30.27,10.08,2.37,85.979,130271020,0,39,6213402,17,17
Metronome,MET,1.47,97.04,-18.64,-43.08,13.49,348.37,9.168,10930240,50,51,226594,7,7
BOX Token,BOX,0.0941,-0.73,-66.72,-66.72,9.37,267.15,99.56,100000000,0,76,3266166,4,4
Ternio,TERN,0.0208,61.46,-6.18,-64.21,6.94,6.11,334.162,922811615,100,66,36799,7,7
Karbo,KRB,0.1014,28.3,-20.45,-61.22,755.76,2.62,7.456,7456165,0,37,1004,30,30
Cream,CRM,0.0012,-11.79,-44.23,-72.71,54.4,0,45.109,45108749,,45,248,18,18
RealChain,RCT,0.0014,38.43,-22.85,-95.34,538.62,91.53,398.608,1000000000,75,55,95877,13,13
