Name,Symbol,Price,45d,90d,200d,MktCap,24hVol,Circ_Supply,Total_Supply,Brand_Buzz,Social,Avg_volume,Age_mo,Winning_months
Tigereum,TIG,0.0126,-58.24,-76.14,-70.44,229.46,389.34,18.215,19743794,50,49,1664,12,12
Sphre AIR,XID,0.0206,-47.47,-66.69,-76.58,0,0,0,30820620,25,36,56,19,19
Quatloo,QTL,0.0049,0,-51.51,-67.38,38.05,0,7.719,7718883,0,39,0,55,55
BritCoin,BRIT,0.0037,-18.5,-59.87,-72.94,77.63,0,21.268,21268092,,24,6,55,55
Etheriya,RIYA,0.0136,-85.9,-95.45,-97.3,21.57,0,1.582,1861531,0,35,5,18,18
CoffeeCoin,CFC,0.0002,-7.88,-32.1,-81.31,0,0,0,,50,15,19,57,57
IncaKoin,NKA,1.08E-05,-8.75,-4.03,-78.7,194.43,0,17.938,17939725045,,35,18,48,48
Bitzeny,ZNY,0.0046,12.9,22.84,-50.66,351.47,93.44,75.615,197510000,,30,1347,43,43
Ratecoin,XRA,0.0007,23.27,-37.01,-54.25,87.08,6.03,122.449,122449162,0,28,1031,43,43
Master Swiscoin,MSCN,0.0009,42.35,-12.4,-47.99,39.24,1.1,45.143,1007644415,,23,84,23,23
Minex,MINEX,0.0037,72.65,1017,-30.41,0,59.15,29.539,30000000,,41,39,18,18
Dalecoin,DALC,0.0139,-4.16,-69.51,-92.43,8.71,25.18,625.788,1000000,,19,9,17,17
Netko,NETKO,0.0264,179.76,33.98,-30.94,205.33,0,7.769,7769165,0,37,17,23,23
Zurcoin,ZUR,0.0003,-49.97,-58.52,-72.97,28.14,0,87.653,87653034,,28,8,33,33
Bankcoin,B@,0.001,-47.81,-48.52,-86.49,10.61,44.95,10.292,25000000,0,17,6,22,22
NAM COIN,NAM,0.0002,68.27,-38.22,-38.22,0,136.71,0,1.20E+11,0,41,182,6,6
Concoin,CONX,0.0035,-15.89,-16.4,-64.8,2.6,0,744.266,1595266,0,33,33,22,22
MCAP,MCAP,0.0045,-19.91,-50.72,-87.68,47.31,1.11,10.49,100000000,0,55,888,20,20
UltraCoin,UTC,0.0013,-26.73,-69.99,-73.14,60.26,0,47.777,47776744,0,24,39,60,60
bitqy,BQ,7.90E-05,-75.65,-84.49,-95.3,245.96,98.07,3.113,10000000000,0,58,25,17,17
ParkByte,PKB,0.0051,-8.79,-69.56,-69.56,24.09,0.83,4.764,4764026,0,19,1,45,45
Wild Beast Block,WBB,0.0281,37.6,-47,-83.16,5.12,4.34,181.919,181919,,38,2,47,47
Globalvillage Ecosystem,GVE,0.0011,186.26,33.86,33.86,0,253.38,0,1000000000,75,44,35833,6,6
Polcoin,PLC,0.0002,13.09,-28.15,-82.18,14.5,0,78.558,78557745,,34,10,58,58
Bank Coin,BANK,0.0031,-34.55,-80.67,-82.36,19.3,0,6.181,15107218,0,23,57,9,9
Blockchain Quotations Index Token,BQT,0.0105,151.01,-17.24,-17.24,0,108.24,0,1000000000,,14,45984,5,5
SiaCashCoin,SCC,5.73E-05,-53.5,-58.2,-58.2,456.52,29.68,7.972,25000000000,,25,19103,6,6
Version,V,0.0003,158.72,63.01,-84.75,178.79,2.56,565.668,565668142,,28,1338,20,20
Evil Coin,EVIL,0.0033,127.39,23.97,-69.87,69.76,51.21,21.02,21020383,,19,8,36,36
AnarchistsPrime,ACP,0.0003,-49.86,-86.22,-87.93,1.41,0,4.395,4394874,,19,14,43,43
Rhenium,XRH,0.0002,-68.82,-85.53,-99.28,5.35,0,33.811,33811440,,19,12,8,8
KEY,KEY,0.0038,196.88,130.2,-18.63,0,665.39,0,1.00E+11,,44,35848,9,9
TopChain,TOPC,0.0102,72.28,-12.51,-39.25,0,561.92,0,2100000000,0,44,200933,13,13
Eternity,ENT,0.0022,-54.31,-81.7,-92.08,12.28,136.02,5.548,5548339,0,19,14,26,26
TrumpCoin,TRUMP,0.0314,13.46,-25.16,-39.41,207.64,448.04,6.604,6604387,,30,52,35,35
Ultra Salescloud,UST,0.001,-68.36,-96.13,-96.13,0,0,0,1000000000,75,14,33,6,6
PressOne,PRS,0.0516,66.91,0.53,-65.54,14.69,212.85,284.743,2000000000,0,24,12963,12,12
e-Gulden,EFL,0.0827,146.57,228.84,22.37,1.41,509.8,17.06,20882208,0,28,114,58,58
8Bit,8BIT,0.0992,475.15,174.26,49.63,145.56,0.83,1.468,1467841,,15,9,46,46
AdultChain,XXX,0.0003,-70.28,-89.44,-89.44,15.78,32.35,49.917,54917266,0,28,88,6,6
Fujinto,NTO,6.90E-05,-14.37,-46.69,-90.59,4.54,9.35,65.802,400000000,0,47,14,17,17
ICO OpenLedger,ICOO,0.1493,21.9,-32.95,-78.77,69.55,0,465.952,465952,0,39,1,32,32
Thore Cash,TCH,0.0016,72.31,-63.93,-63.93,86.82,65.01,55.056,111111111,,44,4982,6,6
Helleniccoin,HNC,0.0024,20.19,-39.58,-39.58,164.75,618.16,69.5,69499883,,24,128,43,43
Atomic Coin,ATOM,0.0006,-48.99,-88.6,-95.89,10.36,0,18.555,18554847,,34,4,28,28
Ammo Reloaded,AMMO,7.82E-05,-52.37,-59.65,-97.37,6.08,0,77.778,77777777,,19,2,20,20
Bitcoin Token,BTK,9.36E-06,-65.05,-77.96,-77.96,90.78,1.35,9.702,10000000000,,21,17070,6,6
BitBar,BTB,9.64,151.22,76.01,4.03,398.24,294.93,41.305,41305,0,24,190,69,69
UnlimitedIP,UIP,0.0145,428.64,260.7,63.15,0,770.24,0,3000000000,0,44,149444,12,12
FuzzBalls,FUZZ,0.004,48.64,-23.62,-60.59,19.46,1.68,4.83,4829945,,19,5,33,33
PlayerCoin,PLACO,0.0002,30.79,-38.44,-82.2,5.56,269.04,35.12,100120000,0,19,82,15,15
Tracto,TRCT,0.004,46.08,-8.79,-87.25,107.9,0,26.913,70000000,0,45,98,16,16
SmileyCoin,SMLY,1.76E-05,10.6,-11.94,-11.94,457.39,121.23,25.96,25960250000,0,37,15,48,48
Interzone,ITZ,0.0009,-48.26,-61.52,-71.67,2.31,12.78,2.652,3112019,,19,2,16,16
Vector,VEC2,0.0003,24.01,-81.8,-88.39,5.82,19.98,18.399,18399311,,34,2,41,41
CK USD,CKUSD,0.8474,-19.94,-14.92,-14.77,0,408.3,0,,,51,153225431,10,10
Ultimate Secure Cash,USC,0.0039,-34.18,-33.46,-83.65,40.43,232.44,10.343,38602656,0,20,6,22,22
Synergy,SNRG,0.0278,107.9,-45.44,-77.97,128.21,12.1,4.61,4609592,,24,0.7241,44,44
FSBT API Token,FSBT,0.1179,-27.93,-46.17,-74.94,413.93,617.7,3.51,3699483,0,39,892928,7,7
Doubloon,BOAT,0.0002,-48.95,-74.07,-81.17,17.22,8.51,72.661,72660628,,34,6,24,24
RabbitCoin,RBBT,2.73E-06,-85.92,30.54,-61.89,0,75.41,0,1.31E+11,,19,89,53,53
Qube,QUBE,0.0007,25.13,-84.54,-95.22,0,451.04,0,1000000000,0,41,2381,13,13
Dignity,DIG,0.0064,77.82,-85.7,-93.22,3.34,313.64,523.036,3000000000,0,66,178389,10,10
Coupecoin,COUPE,5.32E-06,-31.27,-67.32,-90.48,1.16,0.08,218.281,8001599000,,38,49,19,19
Francs,FRN,0.0037,10.46,0.87,-67.58,0,0,0,6570808,,4,44,36,36
Coinonat,CXT,0.0004,-24.02,-70.54,-86.99,3.43,0,8.623,10123200,,38,172,22,22
BlazeCoin,BLZ,7.81E-05,0,-39.69,-81.08,47.54,0,608.557,608557394,0,24,0,55,55
Comet,CMT,0.011,-5.05,-65.33,-83.26,9.59,22.93,872.83,872830,,38,51,31,31
More Coin,MORE,0.062,-42.17,-67.22,-79.47,124.05,1.47,2,30000000,0,29,4511,20,20
Flaxscript,FLAX,0.0014,-18.76,-62.87,-82.11,8.1,0,5.627,5627236,,38,3,42,42
Twinkle,TKT,0.0054,50.66,140.36,140.36,0,186.81,0,2000000000,0,57,81655,6,6
PostCoin,POST,0.0015,55.53,-51.31,-89.48,23.91,201.68,15.868,15868233,0,19,9,34,34
Kolion,KLN,1.28,250.22,136.78,38.05,1.28,31.16,999.999,999999,0,59,3938,16,16
Wi Coin,WIC,0.0001,-13.95,-29.33,-76.63,0,6.09,0,100000000,,34,17,16,16
Californium,CF,0.0056,9.51,-52.38,-63.61,13.72,0,2.447,2446961,,15,0.3667,46,46
iTicoin,ITI,2.44,-13.64,-36.07,-78.06,78.1,212.42,32,9999992,,9,16,21,21
Bitvolt,VOLT,0.0003,161.76,-45.59,-73.3,5.24,8.84,16.588,61608156,,34,4,21,21
bitGold,BITGOLD,717.81,-25.8,-39.8,-47.13,136.01,0,189.485,189,,45,46,49,49
Magnum,MGM,0.0003,60.11,-29.95,-74.92,1.42,31.61,4.498,254497751,,19,179,24,24
Joincoin,J,0.0107,-44.24,-63.24,-84.6,35.09,14.32,3.286,3286192,,39,3,53,53
Centurion,CNT,0.0003,-30.01,-69.68,-90.39,19.76,10.02,77.664,82663826,0,22,67,23,23
PayCoin,XPY,0.0153,46.86,25.2,-25.49,183.61,123.5,11.995,11995342,,24,3,50,50
PetroDollar,XPD,0.0191,-7.66,-48.91,116.19,1.22,30.56,63.993,63993275,,45,53,58,58
XOVBank,XOV,0.0025,191.28,-16.26,-16.26,304.88,50.85,122.257,140000000,25,29,11428,6,6
BowsCoin,BSC,0.0016,113.11,-51.46,-51.19,8.63,0,5.55,5550102,,34,0.2,43,43
Read,READ,0.0031,51.92,-11.72,-59.48,0,13.08,0,2100000000,,44,25918,13,13
Stronghold Token,SHX,0.0005,-86.72,,,526.25,7.58,1.032,1.00E+11,,11,5719,1,1
LiteCoin Ultra,LTCU,0.0077,133,-52.06,-56.33,7.94,0,1.031,8531300,,19,3,17,17
Bitdeal,BDL,0.0002,-64.52,-83.67,-94.49,27.75,17.42,175.584,219596262,0,26,28,19,19
Compound Coin,COMP,1.04E-06,-82.65,-93.88,-93.88,46.28,16.58,44.45,44999699004,,28,107,6,6
KingN Coin,KNC,8.58,-11.15,-26.13,-26.82,17.24,0,2.009,2509,,34,40,19,19
Luna Coin,LUNA,0.0241,1289,244.63,59.06,41.05,251.1,1.706,1706429,,34,14,25,25
SmartCoin,SMC,0.0019,-9.53,-60.18,-77.96,48.13,0,25.384,25384429,,5,2,60,60
Ethereum Lite,ELITE,0.0743,0.44,-36.71,-68.93,0,10.75,0,1000000,0,34,8,15,15
GeertCoin,GEERT,0.0004,0.4,-75.37,-90.78,2.18,0,5.091,5091200,,4,0.1333,23,23
Commodity Ad Network,CDX,0.0066,209.51,-23.06,-71.53,214.46,322.93,32.55,120000000,0,56,202,13,13
HarmonyCoin,HMC,0.0002,8.4,-56.43,-97.44,94.99,1.31,561.235,33565561235,,19,13,18,18
PAWS Fund,PAWS,0.1771,-75.9,-88.48,-88.48,33.17,1.5,187.28,1620354,,33,3074,3,3
Aricoin,ARI,0.0002,-35.76,-60.81,-87.41,41.23,0,232.432,232432480,0,21,4,60,60
Plex Coin,PLX,0.0035,-30.37,-60.43,-52.61,0,0,0,1000000000,,34,3,14,14
VapersCoin,VPRC,1.96E-06,-22.57,-61.99,-97.35,1.53,0,780.125,1635124964,,19,2,30,30
AvatarCoin,AV,0.1855,398.31,359.46,372.23,0,0,0,,,34,59,37,37
Promotion Coin,PC,0.0004,35.29,-17.08,-17.08,0,87.93,0,8750000000,,44,38020,6,6
Coimatic 2.0,CTIC2,0.0001,-14.5,-56.82,-76.57,1.88,0,13.533,30132750,,34,2,18,18
High Voltage,HVCO,0.0123,10.18,-55.46,-86.32,18.42,1.47,1.494,1694171,,34,4,32,32
BenjiRolls,BENJI,0.0003,152.73,-66.99,-87.67,6.49,0,20.276,20276099,,34,104,25,25
Safe Trade Coin,XSTC,7.90E-05,4.51,-38.79,-78.67,25.82,9.15,326.829,731292334,,34,34,25,25
Veltor,VLT,0.0123,52.37,-53.26,-87.28,6.84,7.59,554.855,554855,,34,12,29,29
Coimatic 3.0,CTIC3,0.0005,-26.61,-52.93,-78.22,1.09,0,2.26,102000000,0,34,2,16,16
Obitan Chain,OBTC,4.06E-05,2591,97.83,97.83,0,0,0,20312999998,0,19,8,6,6
TerraNova,TER,0.1409,407.14,239.2,-89.72,0,478.4,0,1058739,,38,230,19,19
Dix Asset,DIX,2.70E-07,-24.7,-60.08,-96.27,27.44,0,100,1.00E+11,,39,17,25,25
BitCoal,COAL,0.0009,-70.3,-96.64,-96.64,3.91,37.27,4.5,4500000,,38,32,19,19
bitBTC,BITBTC,3955.81,6.96,-36.02,-52.22,161.69,1.38,40.875,41,,9,123,52,52
BTCtalkcoin,TALK,0.0011,-21.09,-60.13,-84.44,72.24,1.13,65.291,65290635,,20,0.5,57,57
POLY AI,AI,4.50E-05,-39.02,-53.28,-77.47,102.7,0.04,2.282,29000000,0,34,58,14,14
NobleCoin,NOBL,0.0001,-7.3,-57.03,-75.1,260.75,0,2.354,2354257186,0,28,18,60,60
Rubies,RBIES,0.0203,220.8,17.1,-10.24,211.5,184.54,10.415,10415252,,39,7,35,35
Virtacoin,VTA,9.60E-07,-27.18,-83.46,-91.28,4.97,0.57,5.201,12666916683,,15,0,54,54
GuccioneCoin,GCC,0.002,20.88,-1.15,-33.34,40.07,6.54,20.286,23775537,0,19,20,42,42
Litecred,LTCR,0.0006,94.73,-17.43,-33.38,19.34,0,30.228,30227750,,34,0.1333,37,37
Eurocoin,EUC,0.0015,160.91,-44.74,-77.7,18.64,9.59,12.417,12416554,,19,8,41,41
Printerium,PRX,0.0005,-99.47,,,35.26,188.61,68.558,68557826,,29,20071,1,1
SongCoin,SONG,0.0002,94.69,-40.19,-84.07,7.61,12.6,32.565,32565300,,19,630,47,47
Elysium,ELS,0.0024,294.27,41.4,-61.63,33.51,0,14.146,14145859,,34,0.3103,24,24
Cashcoin,CASH,0.0011,63.27,-68.45,-89.93,59.14,15.6,53.458,53458111,,27,72,59,59
Dollarcoin,DLC,0.0022,17.97,-56.49,-87.02,20.15,4.17,9.107,9106714,,19,4,28,28
Cannation,CNNC,0.0026,-34.31,-68.35,-79.23,6.49,0,2.477,2476893,,23,327,21,21
Impact,IMX,0.0005,96.26,47.29,-73.53,52.45,4.74,110.631,110630546,,24,0.4667,22,22
Coin2.1,C2,0.0004,25.02,-63.98,-78.13,32.59,0,78.246,133273764,,20,0.0667,56,56
Elcoin,EL,0.0435,246.6,126.42,-19.91,487.13,1.36,11.209,20935289,,15,89,33,33
CrevaCoin,CREVA,7.90E-05,96.32,-38.58,-1.67,2.88,1.58,36.391,6240390800,0,21,34,43,43
Save and Gain,SANDG,0.0006,-19.37,-38.33,-90.19,1.94,8.74,3.065,3064800,,19,0.3333,40,40
Internet of Things,XOT,56.92,-32.5,-41.32,-67.83,0,294.25,0,21000000,,8,322,22,22
,,,,,,,,,,,,,18.37950773,
